id,type,domain,enabled,date_added,date_modified,comment
137,0,placehold.it,1,1618324104,1618324104,"Placehold.it, Image placeholders often used during web page loading. - qjz9zk"
138,0,placeholdit.imgix.net,1,1618324104,1618324104,"Placehold.it, Image placeholders often used during web page loading. - qjz9zk"
139,0,players.brightcove.net,1,1618324104,1618324104,"Video delivery systems, popular in entertainment and news sites. - qjz9zk"
140,0,pricelist.skype.com,1,1618324105,1618324105,"Used to make group calls, group chats etc. on Skype. - qjz9zk"
141,0,products.office.com,1,1618324105,1618324105,"Owned by Microsoft. Used by Microsoft Office apps. - qjz9zk"
142,0,proxy.plex.bz,1,1618324105,1618324105,"Plex is a client–server media player system plus an ancillary software suite. - qjz9zk"
143,0,proxy.plex.tv,1,1618324105,1618324105,"Plex is a client–server media player system plus an ancillary software suite. - qjz9zk"
144,0,proxy02.pop.ord.plex.bz,1,1618324105,1618324105,"Plex is a client–server media player system plus an ancillary software suite. - qjz9zk"
145,0,pubsub.plex.bz,1,1618324105,1618324105,"Plex is a client–server media player system plus an ancillary software suite. - qjz9zk"
146,0,pubsub.plex.tv,1,1618324105,1618324105,"Plex is a client–server media player system plus an ancillary software suite. - qjz9zk"
147,0,raw.githubusercontent.com,1,1618324105,1618324105,"Owned by GitHub. It is used to serve unprocessed versions of files stored in GitHub repositories.  - qjz9zk"
148,0,redirector.googlevideo.com,1,1618324105,1618324105,"Used by YouTube to play embedded videos on third-party websites. - qjz9zk"
149,0,res.cloudinary.com,1,1618324105,1618324105,"Cloudinary provides a cloud-based image and video management services. It enables users to upload, store, manage, manipulate, and deliver images and video for websites and apps. - qjz9zk"
150,0,s.gateway.messenger.live.com,1,1618324105,1618324105,"Owned by Microsoft. It is a personal information manager web app from Microsoft consisting of webmail, calendaring, contacts, and tasks services. - qjz9zk"
151,0,s.marketwatch.com,1,1618324105,1618324105,"Images are loaded on marketwatch.com using this domain. - qjz9zk"
152,0,s.youtube.com,1,1618324105,1618324105,"Used to record YouTube watch history. Blocking this domain will pause your watch history on YouTube. - qjz9zk"
153,0,s.ytimg.com,1,1618324105,1618324105,"Owned by Google. Used to deliver thumbails in YouTube. - qjz9zk"
154,0,s1.wp.com,1,1618324105,1618324105,"Owned by WordPress. Used to feliver static files and media for websites which are hosted on wordpress.com platform. - qjz9zk"
155,0,s2.youtube.com,1,1618324105,1618324105,"Used to record YouTube watch history. Blocking this domain will pause your watch history on YouTube. - qjz9zk"
156,0,s3.amazonaws.com,1,1618324105,1618324105,"Used to deliver files that are stored in Amazon AWS S3 storage buckets. - qjz9zk"
157,0,sa.symcb.com,1,1618324105,1618324105,"Owned by Symantec. These are Symantec Certificate Revocation List servers and are used by a number of companies including Microsoft. - qjz9zk"
158,0,secure.avangate.com,1,1618324105,1618324105,"Used to perform online payments. - qjz9zk"
159,0,secure.brightcove.com,1,1618324105,1618324105,"Video delivery systems, popular in entertainment and news sites. - qjz9zk"
160,0,secure.surveymonkey.com,1,1618324105,1618324105,"Used by Survey Monkey to deliver surveys. - qjz9zk"
161,0,services.sonarr.tv,1,1618324105,1618324105,"Sonarr is a PVR for Usenet and BitTorrent users. It can monitor multiple RSS feeds for new episodes of your favorite shows and will grab, sort and rename them. It can also be configured to automatically upgrade the quality of files already downloaded when a better quality format becomes available. - qjz9zk"
162,0,skyhook.sonarr.tv,1,1618324105,1618324105,"Sonarr is a PVR for Usenet and BitTorrent users. It can monitor multiple RSS feeds for new episodes of your favorite shows and will grab, sort and rename them. It can also be configured to automatically upgrade the quality of files already downloaded when a better quality format becomes available. - qjz9zk"
163,0,spclient.wg.spotify.com,1,1618324105,1618324105,"Spotify on Web and desktop player does not work if this domain is blocked. - qjz9zk"
164,0,ssl.p.jwpcdn.com,1,1618324105,1618324105,"Video delivery systems, popular in entertainment and news sites. - qjz9zk"
165,0,staging.plex.tv,1,1618324105,1618324105,"Plex is a client–server media player system plus an ancillary software suite. - qjz9zk"
166,0,status.plex.tv,1,1618324105,1618324105,"Plex is a client–server media player system plus an ancillary software suite. - qjz9zk"
167,0,t.co,1,1618324105,1618324105,"Owned by Twitter. Used as a URL shortner while sharing Twitter posts. - qjz9zk"
168,0,t0.ssl.ak.dynamic.tiles.virtualearth.net,1,1618324105,1618324105,"Owned by Microsoft. Used by Bing Maps to get information about various places. For example, this domain should be whitelisted in order to select a store location on costco.com. - qjz9zk"
169,0,t0.ssl.ak.tiles.virtualearth.net,1,1618324105,1618324105,"Owned by Microsoft. Used by Bing Maps to get information about various places. For example, this domain should be whitelisted in order to select a store location on costco.com. - qjz9zk"
170,0,tawk.to,1,1618324105,1618324105,"Live chat platform for websites to chat with the website owner. Blocking this domain will block chat widget. - qjz9zk"
171,0,tedcdn.com,1,1618324105,1618324105,"Used by ted.com streams. - qjz9zk"
172,0,themoviedb.com,1,1618324105,1618324105,"Metadata for movies - qjz9zk"
173,0,thetvdb.com,1,1618324105,1618324105,"Metadata for TV series - qjz9zk"
174,0,tinyurl.com,1,1618324105,1618324105,"Popular URL shortner - qjz9zk"
175,0,title.auth.xboxlive.com,1,1618324105,1618324105,"Owned by Microsoft. Used for Xbox updates, game downloads, acheivements unlocking etc. - qjz9zk"
176,0,title.mgt.xboxlive.com,1,1618324105,1618324105,"Owned by Microsoft. Used for Xbox updates, game downloads, acheivements unlocking etc. - qjz9zk"
177,0,traffic.libsyn.com,1,1618324105,1618324105,"Used in Pocketcasts app to serve and download podcasts. - qjz9zk"
178,0,tvdb2.plex.tv,1,1618324105,1618324105,"Plex is a client–server media player system plus an ancillary software suite. - qjz9zk"
179,0,tvthemes.plexapp.com,1,1618324105,1618324105,"Plex is a client–server media player system plus an ancillary software suite. - qjz9zk"
180,0,twimg.com,1,1618324105,1618324105,"Owned by Twitter. Used to deliver media on Twitter. - qjz9zk"
181,0,ui.skype.com,1,1618324105,1618324105,"Used to make group calls, group chats etc. on Skype. - qjz9zk"
182,0,video-stats.l.google.com,1,1618324105,1618324105,"Used to record YouTube watch history. Blocking this domain will pause your watch history on YouTube. - qjz9zk"
183,0,videos.vidible.tv,1,1618324105,1618324105,"Video delivery systems, popular in entertainment and news sites. - qjz9zk"
184,0,widget-cdn.rpxnow.com,1,1618324105,1618324105,"Owned by Akamai Technologies. Used as a sign in method in various apps and sites. - qjz9zk"
185,0,win10.ipv6.microsoft.com,1,1618324105,1618324105,"It gives full IPv6 connectivity for IPv6-capable hosts that are on the IPv4 Internet but have no native connection to an IPv6 network.  - qjz9zk"
186,0,wp.com,1,1618324105,1618324105,"Owned by WordPress.com hosting. - qjz9zk"
187,0,ws.audioscrobbler.com,1,1618324105,1618324105,"Owned by last.fm. Used to get track metadata using last.fm API. - qjz9zk"
188,0,www.dataplicity.com,1,1618324105,1618324105,"Used to remotely control your Raspberry-Pi. - qjz9zk"
189,0,www.googleapis.com,1,1618324105,1618324105,"An important domain used to provide APIs to various Google services.  - qjz9zk"
190,0,www.msftncsi.com,1,1618324105,1618324105,"Owned by Microsoft. This domain is checked by the operating systems when connecting via wifi, and if they do not get the response they expect, they may try to open a wifi login page or similar as they believe they are located behind a captive portal. - qjz9zk"
191,0,www.no-ip.com,1,1618324105,1618324105,"No-IP offers DNS services, email, network monitoring and SSL certificates. - qjz9zk"
192,0,www.youtube-nocookie.com,1,1618324105,1618324105,"Owned by Google. YouTube launched a new feature on the site recently that it called Privacy-Enhanced Mode. This domain is used to embed the videos on third-party sites with less trackers. - qjz9zk"
193,0,xbox.ipv6.microsoft.com,1,1618324105,1618324105,"Owned by Microsoft. Used for Xbox updates, game downloads, acheivements unlocking etc. - qjz9zk"
194,0,xboxexperiencesprod.experimentation.xboxlive.com,1,1618324105,1618324105,"Owned by Microsoft. Used for Xbox updates, game downloads, acheivements unlocking etc. - qjz9zk"
195,0,xflight.xboxlive.com,1,1618324105,1618324105,"Owned by Microsoft. Used for Xbox updates, game downloads, acheivements unlocking etc. - qjz9zk"
196,0,xkms.xboxlive.com,1,1618324105,1618324105,"Owned by Microsoft. Used for Xbox updates, game downloads, acheivements unlocking etc. - qjz9zk"
197,0,xsts.auth.xboxlive.com,1,1618324105,1618324105,"Owned by Microsoft. Used for Xbox updates, game downloads, acheivements unlocking etc. - qjz9zk"
198,0,youtube-nocookie.com,1,1618324105,1618324105,"Owned by Google. YouTube launched a new feature on the site recently that it called Privacy-Enhanced Mode. This domain is used to embed the videos on third-party sites with less trackers. - qjz9zk"
199,0,youtu.be,1,1618324105,1618324105,"YouTube URL shortner. Used while sharing videos, playlists, channels etc. - qjz9zk"
200,0,yt3.ggpht.com,1,1618324105,1618324105,"Owned by Google. Used to deliver static files over the internet. - qjz9zk"
201,0,vidtech.cbsinteractive.com,1,1618324105,1618324105,"Used to deliver videos over the internet. - qjz9zk"
202,0,continuum.dds.microsoft.com,1,1618324105,1618324105,"Used by YourPhone app by Microsoft on Windows 10 for mirroring Android notifications - qjz9zk"
203,0,connectivitycheck.gstatic.com,1,1618324105,1618324105,"Owned by Google. Used by mobiles devices to check internet connectivity. Also known as Network Connectivity Status Indicator-NCSI. - qjz9zk"
204,0,connectivitycheck.android.com,1,1618324105,1618324105,"Owned by Google. Used by mobiles devices to check internet connectivity. Also known as Network Connectivity Status Indicator-NCSI. - qjz9zk"
205,0,www.msftconnecttest.com,1,1618324105,1618324105,"Owned by Microsoft. Used by Windows systems to check internet connectivity. Also known as Network Connectivity Status Indicator-NCSI. - qjz9zk"
206,1,r1---sn-n4v7knlz.googlevideo.com,1,1618325222,1618325222,
